총_유동인구_수,남성_유동인구_수,여성_유동인구_수,연령대_10_유동인구_수,연령대_20_유동인구_수,연령대_30_유동인구_수,연령대_40_유동인구_수,연령대_50_유동인구_수,연령대_60_이상_유동인구_수,총_상주인구_수,남성_상주인구_수,여성_상주인구_수,연령대_10_상주인구_수,연령대_20_상주인구_수,연령대_30_상주인구_수,연령대_40_상주인구_수,연령대_50_상주인구_수,연령대_60_이상_상주인구_수,남성연령대_10_상주인구_수,남성연령대_20_상주인구_수,남성연령대_30_상주인구_수,남성연령대_40_상주인구_수,남성연령대_50_상주인구_수,남성연령대_60_이상_상주인구_수,여성연령대_10_상주인구_수,여성연령대_20_상주인구_수,여성연령대_30_상주인구_수,여성연령대_40_상주인구_수,여성연령대_50_상주인구_수,여성연령대_60_이상_상주인구_수,총_직장_인구_수,남성_직장_인구_수,여성_직장_인구_수,연령대_10_직장_인구_수,연령대_20_직장_인구_수,연령대_30_직장_인구_수,연령대_40_직장_인구_수,연령대_50_직장_인구_수,연령대_60_이상_직장_인구_수,남성연령대_10_직장_인구_수,남성연령대_20_직장_인구_수,남성연령대_30_직장_인구_수,남성연령대_40_직장_인구_수,남성연령대_50_직장_인구_수,남성연령대_60_이상_직장_인구_수,여성연령대_10_직장_인구_수,여성연령대_20_직장_인구_수,여성연령대_30_직장_인구_수,여성연령대_40_직장_인구_수,여성연령대_50_직장_인구_수,여성연령대_60_이상_직장_인구_수,운영_영업_개월_평균,폐업_영업_개월_평균,서울_운영_영업_개월_평균,서울_폐업_영업_개월_평균,집객시설_수,당월_매출_금액,당월_매출_건수,주중_매출_금액,주말_매출_금액,주중_매출_건수,주말_매출_건수,남성_매출_금액,남성_매출_건수,여성_매출_금액,여성_매출_건수,점포수,상권_변화_지표_HH,상권_변화_지표_HL,상권_변화_지표_LH,상권_변화_지표_LL,임대료,공실률
116002,57903,58101,7791,25739,32423,25275,13337,11440,2820,1307,1513,534,398,587,546,326,429,295,195,233,249,148,187,239,203,354,297,178,242,268,161,107,0,57,83,63,39,26,0,22,59,44,21,15,0,35,24,19,18,11,81,50,97,50,9,5742096247,329331,4693434721,1048661526,255000,74331,2568946424,154169,2534194531,145089,185,0,0,0,1,46.2,9.3
221962,130831,91132,3023,56581,77799,47725,22452,14381,9,6,3,0,1,2,1,2,3,0,0,2,1,1,2,0,1,0,0,1,1,18475,11019,7456,122,4782,6878,4023,2117,553,66,1974,4310,2886,1382,401,56,2808,2568,1137,735,152,89,56,97,50,10,13607412980,704209,12339441053,1267971927,644704,59505,5313734428,340522,3713617320,277862,99,0,0,1,0,46.2,9.3
132602,74390,58212,22185,27821,26087,29029,18115,9357,2501,1252,1249,376,361,311,417,440,596,223,206,160,177,219,267,153,155,151,240,221,329,3272,1938,1334,4,595,1157,815,406,295,2,239,714,568,227,188,2,356,443,247,179,107,93,45,97,50,5,7523887428,333409,5431834659,2092052769,247173,86236,3256299926,149599,2823509572,146189,128,0,0,0,1,46.2,9.3
185180,94708,90474,36245,31612,28989,44091,28741,15507,3265,1724,1541,861,471,199,846,557,331,553,260,95,368,300,148,308,211,104,478,257,183,498,245,253,4,121,163,108,71,31,2,34,80,73,36,20,2,87,83,35,35,11,96,42,97,50,2,8822523273,315010,6261329809,2561193464,224203,90807,3402902501,153863,4528527372,133689,122,0,0,0,1,46.2,9.3
84858,43024,41832,18603,14799,12300,19547,12635,6973,364,194,170,99,39,27,98,66,35,70,19,12,39,37,17,29,20,15,59,29,18,100,54,46,1,12,21,41,21,4,0,4,17,21,8,4,1,8,4,20,13,0,76,43,97,50,10,11709510921,316922,8000184771,3709326150,218532,98390,4687786686,132619,6353922191,164344,100,0,0,0,1,46.2,9.3
585914,333311,252602,18156,148768,181219,122766,70011,44986,1371,684,687,173,243,347,233,176,199,93,101,182,113,96,99,80,142,165,120,80,100,32772,21159,11613,118,4869,9126,8439,5939,4281,63,2296,6225,6257,3685,2633,55,2573,2901,2182,2254,1648,83,46,97,50,53,36885209034,1707286,32215699644,4669509390,1509358,197928,12681328527,790176,12310763002,652508,421,0,0,0,1,46.2,9.3
339757,154634,185123,51767,69154,61899,80890,48776,27272,2174,1030,1144,410,358,256,459,363,328,217,166,122,194,184,147,193,192,134,265,179,181,1071,418,653,5,200,275,284,197,110,0,46,109,127,75,61,5,154,166,157,122,49,79,48,97,50,42,41883570862,2055153,29058509583,12825061279,1436446,618707,17058732515,890969,21450373103,1041292,680,0,0,0,1,46.2,9.3
306456,161396,145060,23394,70708,82407,67749,39440,22759,2529,1229,1300,425,416,484,503,330,371,246,204,220,209,172,178,179,212,264,294,158,193,2789,1533,1256,22,591,798,580,476,322,5,174,410,364,341,239,17,417,388,216,135,83,76,40,97,50,6,8005143015,286038,6213344157,1791798858,224865,61173,3204232415,140091,3162311400,108938,104,0,0,0,1,46.2,9.3
232010,117066,114941,41930,47316,43919,52408,31742,14692,3414,1647,1767,635,577,549,726,486,441,361,280,262,311,246,187,274,297,287,415,240,254,297,145,152,0,77,89,74,41,16,0,19,47,41,25,13,0,58,42,33,16,3,79,44,97,50,2,12342458130,430215,8144600216,4197857914,297462,132753,5334304613,215916,5604632887,181209,266,0,0,0,1,46.2,9.3
348521,171432,177085,87923,67051,52312,79188,40593,21450,4216,1988,2228,737,736,639,885,694,525,408,341,296,376,344,223,329,395,343,509,350,302,182,83,99,3,39,34,48,42,16,3,12,14,24,22,8,0,27,20,24,20,8,78,42,97,50,10,10945641658,428075,7055272835,3890368823,277338,150737,4722366061,209657,5615724493,199279,256,0,0,0,1,46.2,9.3
2156379,1131241,1025136,120666,527090,603236,440022,269388,195976,4112,1854,2258,453,713,1172,841,483,450,201,273,499,411,255,215,252,440,673,430,228,235,20939,10618,10321,85,5354,6279,4817,2895,1509,34,1746,3453,2926,1518,941,51,3608,2826,1891,1377,568,75,45,97,50,79,75714418450,4112217,62654580677,13059837773,3385970,726247,31811081278,2029957,28816614370,1640960,1172,0,0,0,1,46.2,9.3
588755,334052,254701,8957,161639,199101,120810,59716,38531,1847,812,1035,122,459,621,278,188,179,62,162,293,132,82,81,60,297,328,146,106,98,25423,16323,9100,353,5300,7687,6578,3745,1760,143,2600,5061,4678,2572,1269,210,2700,2626,1900,1173,491,78,43,97,50,26,23551045211,1456362,20024747592,3526297619,1235735,220627,10211820697,712663,7421053109,554287,556,0,0,0,1,46.2,9.3
225655,126412,99241,5184,60439,65552,44436,28605,21439,2720,1296,1424,361,432,657,459,360,451,186,199,289,239,166,217,175,233,368,220,194,234,11837,3186,8651,106,2024,2186,4916,2323,282,50,829,878,716,475,238,56,1195,1308,4200,1848,44,90,47,97,50,5,10563699892,455794,8332460756,2231239136,365694,90100,4425167501,225641,4262512881,187108,167,0,0,0,1,46.2,9.3
212926,108369,104555,2059,62198,71478,37190,23802,16199,95,44,51,4,19,24,10,18,20,1,6,15,4,8,10,3,13,9,6,10,10,3102,1642,1460,2,712,1066,649,312,361,0,173,540,461,209,259,2,539,526,188,103,102,100,44,97,50,13,6540362920,290604,5239688884,1300674036,232246,58358,2837379014,125876,2701598059,135352,65,0,1,0,0,46.2,9.3
838694,481370,357321,16165,242155,263804,160448,90807,65316,984,486,498,73,198,264,143,143,163,43,84,121,81,74,83,30,114,143,62,69,80,26873,21117,5756,82,5659,9211,7515,3962,444,57,3474,6966,6589,3690,341,25,2185,2245,926,272,103,82,45,97,50,46,42918423460,2060805,35368851135,7549572325,1723035,337770,18435865875,1084485,12728562042,720308,550,0,0,0,1,46.2,9.3
304522,153980,150537,3459,92995,105489,51533,29557,21485,2048,890,1158,152,373,709,336,201,277,70,146,298,166,84,126,82,227,411,170,117,151,2765,1597,1168,4,459,690,704,513,395,2,187,440,448,261,259,2,272,250,256,252,136,89,39,97,50,7,8471619303,549730,6506669724,1964949579,430785,118945,3619018785,318998,2982270888,183950,171,0,0,0,1,46.2,9.3
793238,447052,346183,10258,213256,245687,157034,96124,70881,2213,1082,1131,120,488,662,349,270,324,60,213,326,198,128,157,60,275,336,151,142,167,7211,4645,2566,20,1224,2079,1872,1184,832,10,568,1400,1399,786,482,10,656,679,473,398,350,82,42,97,50,62,75298665566,2418955,66731886714,8566778852,2063344,355611,22068585599,1089231,40026348386,1004484,879,0,0,0,1,46.2,9.3
3516055,1697883,1818169,160207,1675473,838457,418857,257734,165328,3045,1564,1481,133,711,974,409,367,451,73,334,503,238,188,228,60,377,471,171,179,223,33286,19156,14130,95,7738,11232,7192,4292,2737,50,2908,6645,4915,2809,1829,45,4830,4587,2277,1483,908,80,44,97,50,263,1.97E+11,10522766,1.50E+11,47620394829,7946805,2575961,76798644330,4616971,1.00E+11,5326604,2194,0,0,0,1,46.2,9.3
839317,488397,350919,10622,252635,268293,154314,87316,66135,5422,2814,2608,357,1024,1465,1017,701,858,178,439,784,584,404,425,179,585,681,433,297,433,25643,15789,9854,171,5061,9350,6589,2961,1511,48,2186,6005,4555,1926,1069,123,2875,3345,2034,1035,442,79,43,97,50,54,67698435523,3918533,57114650773,10583784750,3420290,498243,27656485373,1914960,23169955067,1504701,1084,0,0,0,1,46.2,9.3
333450,190057,143390,6331,95365,101589,63108,38809,28252,2814,1371,1443,303,520,835,442,306,408,146,255,430,214,130,196,157,265,405,228,176,212,1678,1030,648,1,314,465,411,267,220,1,107,287,300,188,147,0,207,178,111,79,73,85,44,97,50,11,16428975799,1056082,13363459955,3065515844,858049,198033,7154718965,526960,5537398759,405147,343,0,0,0,1,46.2,9.3
1566486,833949,732541,110655,571489,400719,250232,144347,89049,2454,1152,1302,174,615,771,361,245,288,98,266,351,192,114,131,76,349,420,169,131,157,39725,18922,20803,95,8773,12488,9409,6096,2864,27,2661,6521,5999,2689,1025,68,6112,5967,3410,3407,1839,68,43,97,50,94,1.04E+11,5770946,82959038071,21019256979,4560168,1210778,40215469923,2424237,49266424457,2900334,1100,0,0,0,1,46.2,9.3
589352,282415,306938,17855,134425,156559,119703,85701,75105,5832,2669,3163,730,937,1426,990,739,1010,365,405,655,455,346,443,365,532,771,535,393,567,3774,2232,1542,9,773,1263,1003,504,222,5,282,753,698,324,170,4,491,510,305,180,52,85,43,97,50,17,16543011672,1064050,13259263855,3283747817,840313,223737,7363273095,529917,5685563569,417985,293,0,0,0,1,46.2,9.3
40581,18331,22249,3925,7634,8135,10492,6681,3714,235,104,131,64,29,29,60,32,21,35,13,7,24,18,7,29,16,22,36,14,14,497,215,282,3,70,113,143,108,60,0,18,56,59,45,37,3,52,57,84,63,23,111,54,97,50,11,7734187801,374866,5592508660,2141679141,257247,117619,2814196435,181115,4308747114,177160,78,1,0,0,0,46.2,9.3
701878,381739,320137,11362,186489,229107,144039,73367,57511,3539,1703,1836,399,624,941,636,484,455,178,273,457,337,251,207,221,351,484,299,233,248,9628,5444,4184,35,2787,2881,2132,1237,556,11,954,1677,1464,932,406,24,1833,1204,668,305,150,76,43,97,50,18,16456938847,1049273,13877248107,2579690740,886105,163168,6767320316,515242,5187012909,420612,272,0,0,0,1,46.2,9.3
536704,300641,236064,13203,128016,162672,115934,67509,49370,1274,544,730,262,149,263,327,144,129,105,57,100,145,77,60,157,92,163,182,67,69,54646,29517,25129,273,10510,15464,14869,10590,2940,179,6373,10597,6852,3512,2004,94,4137,4867,8017,7078,936,72,40,97,50,30,21496645355,1148953,18469259433,3027385922,1022770,126183,8754601809,546947,8811798220,437203,443,0,0,0,1,46.2,9.3
341397,196093,145306,3628,109292,111799,64325,32136,20219,454,318,136,356,24,38,11,12,13,261,10,21,8,10,8,95,14,17,3,2,5,4713,2639,2074,20,1043,1582,1341,558,169,4,337,1005,871,313,109,16,706,577,470,245,60,96,52,97,50,30,14648558314,1071341,12134508930,2514049384,891878,179463,7304420181,598184,4572909157,393615,120,0,0,1,0,46.2,9.3
947734,451442,496293,109218,462646,162041,102178,70801,40851,662,308,354,39,222,110,74,84,133,20,98,53,39,39,59,19,124,57,35,45,74,1658,790,868,4,258,454,417,345,180,1,94,195,211,179,110,3,164,259,206,166,70,91,54,97,50,24,39106236388,2270327,26196428452,12909807936,1546302,724025,16102986156,958797,20028622547,1251583,516,0,0,1,0,73.2,8.6
297700,166159,131540,49832,161443,27838,25504,21138,11944,1475,758,717,139,477,196,160,173,330,75,263,116,90,79,135,64,214,80,70,94,195,16,9,7,0,3,8,2,2,1,0,3,5,1,0,0,0,0,3,1,2,1,82,54,97,50,10,5814680722,879765,4374087899,1440592823,657392,222373,3228642312,516074,2211515520,347145,87,0,0,1,0,73.2,8.6
133904,66497,67408,16361,37936,20072,23228,19150,17155,931,418,513,74,178,125,161,133,260,38,84,57,80,60,99,36,94,68,81,73,161,1338,358,980,9,373,342,392,176,46,1,32,92,123,79,31,8,341,250,269,97,15,85,64,97,50,13,3978253094,192134,3035826525,942426569,142753,49381,1434547399,78834,2162210184,100497,56,0,0,1,0,73.2,8.6
268312,135889,132421,36196,131596,40434,28050,19668,12369,807,393,414,70,302,157,88,76,114,33,136,88,51,33,52,37,166,69,37,43,62,1491,830,661,1,92,448,524,344,82,0,31,185,274,274,66,1,61,263,250,70,16,96,49,97,50,12,6546605946,545320,4667327362,1879278584,383414,161906,3265652129,289605,2865758379,239524,132,0,0,0,1,73.2,8.6
167632,92060,75571,21989,78896,24256,17753,13898,10835,995,487,508,83,334,166,122,115,175,46,163,92,61,55,70,37,171,74,61,60,105,138,83,55,0,9,7,12,21,89,0,3,3,4,7,66,0,6,4,8,14,23,101,45,97,50,3,4753633440,472181,3526868170,1226765270,346400,125781,2553446234,261218,1949691088,202936,139,0,1,0,0,73.2,8.6
223925,97146,126779,27877,115304,45307,20381,9585,5472,511,237,274,32,204,112,55,40,68,14,95,56,21,21,30,18,109,56,34,19,38,21,10,11,0,3,4,10,4,0,0,0,0,7,3,0,0,3,4,3,1,0,50,44,97,50,14,12457863688,511328,7942395164,4515468524,333280,178048,4642705809,185883,7158265702,307041,167,0,0,0,1,55.2,11.6
643781,294954,348829,60098,296298,135760,79644,45228,26755,186,81,105,7,46,60,32,23,18,3,15,28,15,11,9,4,31,32,17,12,9,414,246,168,0,68,143,116,56,31,0,17,81,77,44,27,0,51,62,39,12,4,74,49,97,50,25,12074328641,722265,9103462345,2970866296,515107,207158,4556034829,325796,6268619854,356682,225,0,0,0,1,55.2,11.6
5957502,2815382,3142117,732904,3236859,1070218,503635,265028,148863,5094,2421,2673,407,1247,1268,724,532,916,216,571,601,383,247,403,191,676,667,341,285,513,16188,7954,8234,90,3840,5259,3637,1937,1425,49,1495,2636,1884,920,970,41,2345,2623,1753,1017,455,66,45,97,50,177,3.32E+11,18853911,2.07E+11,1.25E+11,11996022,6857889,1.36E+11,8001414,1.78E+11,10303019,3803,0,0,0,1,55.2,11.6
187947,94223,93725,4140,60393,60535,32672,18348,11863,1678,762,916,169,293,409,275,218,314,89,128,185,131,96,133,80,165,224,144,122,181,1843,947,896,4,212,394,380,370,483,2,68,182,216,174,305,2,144,212,164,196,178,83,46,97,50,15,11589625085,350842,7875785523,3709839562,254717,96125,6275529009,180928,4005802968,139687,97,0,0,0,1,55.2,11.6
426820,216572,210248,24765,176890,90271,52215,44669,38007,1944,937,1007,130,552,436,237,217,372,74,260,221,119,107,156,56,292,215,118,110,216,1404,646,758,3,337,328,267,233,236,0,212,184,103,54,93,3,125,144,164,179,143,78,46,97,50,11,7897085401,491811,5287857384,2609228017,332043,159768,4036171115,248752,3044975054,220999,217,0,0,0,1,55.2,11.6
261848,126730,135120,7639,92487,83179,41357,21921,15268,781,342,439,73,144,205,126,85,148,37,51,102,53,40,59,36,93,103,73,45,89,380,250,130,0,60,105,127,57,31,0,22,62,102,44,20,0,38,43,25,13,11,71,47,97,50,3,6181176073,439918,4529591570,1651584503,336169,103749,2839753932,225443,2340391011,175076,96,0,0,0,1,55.2,11.6
269052,137814,131239,11188,78204,70887,51726,33972,23079,1864,866,998,217,284,404,398,238,323,100,139,191,189,118,129,117,145,213,209,120,194,4557,3104,1453,24,579,1045,1141,1107,661,10,256,753,889,779,417,14,323,292,252,328,244,89,47,97,50,18,10473923530,616104,7558044677,2915878853,465367,150737,4107304477,283507,4467573144,270788,172,0,0,0,1,55.2,11.6
201481,89698,111784,11197,59621,59261,42445,19535,9425,2550,1173,1377,327,429,596,416,336,446,163,188,268,187,173,194,164,241,328,229,163,252,3995,2036,1959,12,859,806,739,689,890,6,353,412,375,252,638,6,506,394,364,437,252,85,46,97,50,23,7817240897,415810,6084641314,1732599583,317629,98181,3398069774,211727,3493461677,181674,134,0,0,0,1,55.2,11.6
129912,59021,70891,14437,61092,30415,13779,6827,3365,826,391,435,79,153,187,154,93,160,39,70,90,75,44,73,40,83,97,79,49,87,186,96,90,0,61,56,42,12,15,0,31,33,20,6,6,0,30,23,22,6,9,54,41,97,50,9,6883867847,616122,4475745286,2408122561,407633,208489,2939812213,301875,3476384121,288264,136,0,0,0,1,55.2,11.6
397233,200174,197057,22429,147215,105181,65809,36042,20560,683,337,346,63,131,169,112,68,140,30,54,99,55,35,64,33,77,70,57,33,76,832,466,366,8,220,279,204,84,37,1,115,145,124,57,24,7,105,134,80,27,13,85,46,97,50,20,15277849739,844918,12014184558,3263665181,683274,161644,6254047299,390607,6962249997,388436,158,0,0,0,1,55.2,11.6
386980,194156,192827,16495,115871,111325,68151,43563,31574,4132,1911,2221,518,627,748,702,689,848,253,272,328,325,340,393,265,355,420,377,349,455,1644,857,787,4,467,579,339,160,95,0,158,274,235,119,71,4,309,305,104,41,24,59,43,97,50,13,5812211813,373374,4346178758,1466033055,278970,94404,2111059088,162336,2799403863,179003,139,0,0,0,1,55.2,11.6
173084,86959,86123,8584,49810,48374,33409,19171,13739,1924,890,1034,236,340,451,339,242,316,133,137,197,177,111,135,103,203,254,162,131,181,844,435,409,2,178,241,229,138,56,0,62,119,149,78,27,2,116,122,80,60,29,77,43,97,50,8,3311345575,252642,2565004801,746340774,193251,59391,1370147781,128795,1430691298,102248,92,0,0,0,1,55.2,11.6
279111,140272,138840,17335,101890,72986,46578,24438,15887,524,246,278,61,88,114,76,50,135,30,47,46,43,19,61,31,41,68,33,31,74,3258,1241,2017,16,1423,984,471,234,130,1,292,425,257,168,98,15,1131,559,214,66,32,78,48,97,50,12,10534878228,474950,8075613645,2459264583,361680,113270,4061964630,192657,4271873089,224012,140,0,0,0,1,55.2,11.6
51443,24225,27218,1988,10006,14567,8756,7379,8751,3205,1615,1590,354,503,626,468,558,696,190,255,344,245,249,332,164,248,282,223,309,364,118,50,68,0,15,36,33,21,13,0,7,17,12,7,7,0,8,19,21,14,6,100,47,97,50,3,1641289266,82476,1261598784,379690482,61517,20959,679554352,42962,908440375,37793,40,0,1,0,0,26.2,12.8
280448,151495,128957,6537,70674,70877,51037,47410,33917,2990,1491,1499,229,666,864,385,334,512,115,271,497,212,151,245,114,395,367,173,183,267,116,66,50,0,11,31,28,26,20,0,5,18,17,14,12,0,6,13,11,12,8,83,46,97,50,9,7615456503,388766,5105489610,2509966893,261010,127756,4593532132,245508,2188986181,122903,150,0,0,0,1,26.2,12.8
285275,130979,154295,18149,72054,70078,46928,43387,34673,3209,1553,1656,435,531,805,452,452,534,220,251,416,223,201,242,215,280,389,229,251,292,316,160,156,1,23,60,86,96,50,1,8,35,48,49,19,0,15,25,38,47,31,77,43,97,50,7,4474488448,329516,3295821109,1178667339,235711,93805,2022848344,167004,2320747295,157448,98,0,0,0,1,26.2,12.8
89536,43398,46141,3915,16776,22420,16815,15482,14130,3041,1537,1504,445,428,585,462,486,635,240,230,310,242,227,288,205,198,275,220,259,347,57,30,27,0,7,11,15,17,7,0,4,4,9,10,3,0,3,7,6,7,4,93,46,97,50,3,2249578501,146962,1703051316,546527185,104838,42124,1216017966,85925,831633492,55036,61,0,0,0,1,26.2,12.8
425149,207897,217251,28284,96554,100871,69860,72433,57145,3387,1663,1724,506,458,643,518,533,729,252,232,331,258,250,340,254,226,312,260,283,389,520,334,186,1,25,96,120,169,109,1,13,50,67,111,92,0,12,46,53,58,17,93,46,97,50,11,7133170753,402661,4999628373,2133542380,284445,118216,3995097271,228704,2586280141,159182,139,0,0,0,1,26.2,12.8
275722,131687,144033,12328,60281,67988,46178,48324,40624,5579,2787,2792,626,798,1094,843,972,1246,299,405,597,442,500,544,327,393,497,401,472,702,266,129,137,0,22,53,76,73,42,0,9,27,32,31,30,0,13,26,44,42,12,100,42,97,50,7,4757670078,430398,3159490393,1598179685,286777,143621,2611129447,254725,1967838003,169443,145,0,1,0,0,26.2,12.8
187501,98748,88754,3423,52651,48065,30574,29583,23208,2213,1185,1028,167,390,648,330,326,352,74,188,375,200,179,169,93,202,273,130,147,183,4,2,2,0,0,0,2,2,0,0,0,0,0,2,0,0,0,0,2,0,0,115,45,97,50,50,4070551904,234902,2447730755,1622821149,150598,84304,2696495688,150663,1100185705,79369,117,0,1,0,0,26.2,12.8
146761,70034,76727,11831,27048,33300,25363,25759,23459,3207,1556,1651,458,448,615,518,500,668,225,221,322,264,222,302,233,227,293,254,278,366,28,13,15,0,3,15,6,3,1,0,0,9,4,0,0,0,3,6,2,3,1,98,46,97,50,8,2323464050,166783,1716264722,607199328,116571,50212,1295728816,103170,945839350,61661,76,0,1,0,0,26.2,12.8
658267,349381,308888,35520,160103,164983,119101,105550,73009,1866,946,920,160,318,438,273,266,411,83,136,236,156,132,203,77,182,202,117,134,208,48,25,23,0,2,11,8,17,10,0,2,10,4,5,4,0,0,1,4,12,6,98,49,97,50,39,15496462269,953714,10539771146,4956691123,645703,308011,9087028589,595791,5299695407,327201,214,0,1,0,0,26.2,12.8
131924,62414,69509,11519,23265,28398,23306,23534,21902,1080,519,561,185,136,220,155,172,212,77,65,122,81,77,97,108,71,98,74,95,115,2,2,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,130,53,97,50,19,7393880876,358090,5409733287,1984147589,268519,89571,2813368256,152823,4446699763,201102,147,1,0,0,0,26.2,12.8
169084,83853,85231,7117,30605,36798,31922,36486,26160,2358,1153,1205,259,339,442,343,389,586,119,182,247,168,175,262,140,157,195,175,214,324,376,223,153,0,43,92,105,95,41,0,20,56,62,56,29,0,23,36,43,39,12,100,42,97,50,4,1554587016,87543,1279548881,275038135,62731,24812,719082185,53164,321541948,28530,41,0,1,0,0,26.2,12.8
242921,126810,116115,5806,41258,57329,47984,50721,39825,2913,1446,1467,432,360,599,452,472,598,224,181,321,235,211,274,208,179,278,217,261,324,297,175,122,0,33,73,89,78,24,0,22,48,49,41,15,0,11,25,40,37,9,104,46,97,50,4,2090927496,86707,1621334444,469593052,61155,25552,824191094,46582,618799308,31113,88,0,1,0,0,26.2,12.8
108906,53966,54941,8425,20455,28745,18410,17179,15687,4163,2025,2138,740,543,757,782,595,746,358,276,395,378,281,337,382,267,362,404,314,409,38,14,24,0,8,6,13,8,3,0,1,2,6,4,1,0,7,4,7,4,2,84,41,97,50,12,1076229680,87034,816583348,259646332,60070,26964,536298037,51909,515016635,34050,47,0,0,0,1,26.2,12.8
165257,73658,91597,15002,28838,45126,30952,22347,22993,3431,1653,1778,720,409,695,616,429,562,370,197,342,298,190,256,350,212,353,318,239,306,12,10,2,0,1,1,7,3,0,0,1,1,5,3,0,0,0,0,2,0,0,83,47,97,50,2,1924517912,103476,1534070138,390447774,74236,29240,832190124,50852,1016374170,50727,73,0,0,0,1,26.2,12.8
182510,83549,98962,30915,33166,33676,31349,31017,22389,983,483,500,197,128,154,172,137,195,91,57,78,88,62,107,106,71,76,84,75,88,141,63,78,1,18,14,37,39,32,0,2,7,16,17,21,1,16,7,21,22,11,74,48,97,50,13,11281687202,536277,8091986089,3189701113,384947,151330,4776384120,240208,6099649134,285238,201,0,0,0,1,26.2,12.8
189923,89999,99923,16208,42270,40263,32281,30940,27965,2765,1331,1434,430,396,514,437,414,574,216,192,269,221,179,254,214,204,245,216,235,320,789,396,393,4,155,148,157,200,125,1,46,59,80,106,104,3,109,89,77,94,21,74,44,97,50,3,4253788132,380666,2893435538,1360352594,255225,125441,2139001326,234118,1860234720,141884,99,0,0,0,1,26.2,12.8
80822,40383,40440,4985,16677,21198,15566,12946,9450,1508,706,802,198,236,282,201,248,343,99,110,149,95,107,146,99,126,133,106,141,197,10,3,7,0,0,2,5,3,0,0,0,0,2,1,0,0,0,2,3,2,0,94,46,97,50,24,10409462562,386464,8172902343,2236560219,289455,97009,3401893208,168004,4717074213,197454,164,0,0,0,1,26.2,12.8
68155,33634,34519,5992,11116,17798,12697,12326,8227,3731,1854,1877,667,492,604,697,546,725,356,258,317,341,268,314,311,234,287,356,278,411,61,19,42,0,4,15,25,12,5,0,1,6,5,3,4,0,3,9,20,9,1,99,51,97,50,11,910453774,104915,653144842,257308932,73202,31713,515845789,61682,374412850,42468,44,1,0,0,0,26.2,12.8
191200,94624,96577,10947,41536,43016,36812,33312,25582,2048,1016,1032,201,309,445,292,326,475,104,160,229,144,153,226,97,149,216,148,173,249,560,296,264,3,61,101,133,148,114,1,20,62,78,65,70,2,41,39,55,83,44,87,46,97,50,12,10921110777,473813,7328463303,3592647474,327701,146112,5204970409,241307,5003070096,216304,192,0,0,0,1,26.2,12.8
65770,31079,34692,7171,11131,16577,12828,10693,7372,3907,1931,1976,545,542,745,637,640,798,288,286,390,314,301,352,257,256,355,323,339,446,196,105,91,0,16,39,49,60,32,0,6,18,22,36,23,0,10,21,27,24,9,65,44,97,50,9,3632489793,189392,2961200623,671289170,137249,52143,1843631902,112453,1133834324,70079,52,0,0,0,1,26.2,12.8
105725,51325,54401,7279,19415,25713,17857,19672,15789,2008,958,1050,245,256,332,293,350,532,126,130,160,153,173,216,119,126,172,140,177,316,204,88,116,0,27,43,65,46,23,0,3,20,30,24,11,0,24,23,35,22,12,102,48,97,50,17,13301460216,729812,9057486121,4243974095,492338,237474,5374566870,313468,7395625017,399618,272,0,1,0,0,26.2,12.8
196950,91249,105700,14701,42013,53579,32049,30049,24561,4505,2188,2317,848,591,912,777,572,805,443,275,467,398,269,336,405,316,445,379,303,469,144,57,87,0,18,36,27,32,31,0,6,15,12,14,10,0,12,21,15,18,21,101,44,97,50,8,5424841426,378128,4128242136,1296599290,276766,101362,2323510107,181111,2991970409,192507,119,0,1,0,0,26.2,12.8
99006,40390,58615,4611,24346,32665,17013,9868,10500,4897,2429,2468,940,685,944,889,668,771,500,348,492,453,308,328,440,337,452,436,360,443,174,35,139,0,25,44,45,39,21,0,3,5,9,10,8,0,22,39,36,29,13,114,53,97,50,3,1204480813,111044,891983337,312497476,76754,34290,578947573,59204,568553777,50177,49,1,0,0,0,26.2,12.8
246716,124407,122311,11812,57670,62483,44846,39642,30267,2548,1308,1240,199,480,658,462,332,417,93,232,378,263,168,174,106,248,280,199,164,243,50,25,25,0,6,11,12,9,12,0,0,3,10,4,8,0,6,8,2,5,4,109,53,97,50,41,6738874153,380269,4502076994,2236797159,253806,126463,3709121134,218485,2464903092,148619,149,1,0,0,0,26.2,12.8
565347,309795,255548,21768,164822,137016,94965,89061,57713,2898,1428,1470,317,586,672,462,412,449,165,213,339,278,223,210,152,373,333,184,189,239,3354,2224,1130,11,509,856,911,665,402,4,269,591,643,445,272,7,240,265,268,220,130,82,44,97,50,49,34666802752,1720155,24084901835,10581900917,1180028,540127,19146611786,991488,11884860820,658820,589,0,0,0,1,26.2,12.8
359245,190047,169196,17538,86297,83951,63119,59473,48867,3234,1611,1623,455,484,697,532,483,583,239,223,387,281,214,267,216,261,310,251,269,316,830,710,120,0,21,75,158,284,292,0,10,58,127,251,264,0,11,17,31,33,28,87,43,97,50,15,8601834884,442930,6208592412,2393242472,313914,129016,4115486624,224691,3790332401,198134,176,0,0,0,1,26.2,12.8
